0,0.00034368,-0.003072
9.0703e-05,0.00046239,-0.0056841
0.00018141,0.00035463,-0.0052824
0.00027211,-0.0002247,-0.0061478
0.00036281,-0.00046231,-0.0061366
0.00045351,-0.00061944,-0.0065935
0.00054422,-0.00098438,-0.0067083
0.00063492,-0.0011454,-0.007284
0.00072562,-0.0013565,-0.0074113
0.00081633,-0.001733,-0.0072823
0.00090703,-0.0018917,-0.007873
0.00099773,-0.0022275,-0.0081851
0.0010884,-0.0023516,-0.0088671
0.0011791,-0.0026155,-0.0093083
0.0012698,-0.0029777,-0.0098711
0.0013605,-0.0029884,-0.010219
0.0014512,-0.0031968,-0.010686
0.001542,-0.0039844,-0.011176
0.0016327,-0.0044228,-0.011923
0.0017234,-0.0048774,-0.012268
0.0018141,-0.0048954,-0.012486
0.0019048,-0.0051551,-0.013036
0.0019955,-0.005017,-0.013846
0.0020862,-0.0054574,-0.014128
0.0021769,-0.0056982,-0.014339
0.0022676,-0.0053818,-0.01497
0.0023583,-0.0058365,-0.015248
0.002449,-0.0057994,-0.015401
0.0025397,-0.0054626,-0.015633
0.0026304,-0.0053495,-0.015551
0.0027211,-0.0053729,-0.015297
0.0028118,-0.0055241,-0.0155
0.0029025,-0.0056718,-0.015596
0.0029932,-0.0053607,-0.015692
0.0030839,-0.0052584,-0.015777
0.0031746,-0.0053649,-0.015752
0.0032653,-0.0053728,-0.015593
0.003356,-0.0046375,-0.01566
0.0034467,-0.0043132,-0.01525
0.0035374,-0.0035514,-0.01487
0.0036281,-0.0033494,-0.014139
0.0037188,-0.0032235,-0.014068
0.0038095,-0.0034036,-0.014462
0.0039002,-0.0035803,-0.014944
0.0039909,-0.0032284,-0.014714
0.0040816,-0.0029628,-0.014365
0.0041723,-0.0025977,-0.014079
0.004263,-0.0020065,-0.013439
0.0043537,-0.0020163,-0.012796
0.0044444,-0.0015629,-0.012631
0.0045351,-0.0014068,-0.012161
0.0046259,-0.0010755,-0.012182
0.0047166,-0.00079066,-0.011528
0.0048073,-0.00070374,-0.011447
0.004898,-0.0010138,-0.010954
0.0049887,-0.00074342,-0.011262
0.0050794,-0.0010664,-0.011318
0.0051701,-0.0019375,-0.011879
0.0052608,-0.0023717,-0.012305
0.0053515,-0.0019466,-0.011851
0.0054422,-0.00058568,-0.010244
0.0055329,-0.00034933,-0.0094368
0.0056236,-0.00040311,-0.0098825
0.0057143,-0.0008371,-0.010144
0.005805,-0.0012671,-0.0096749
0.0058957,-0.0011073,-0.0097614
0.0059864,-0.00046518,-0.0086447
0.0060771,1.9053e-05,-0.007479
0.0061678,-8.2171e-05,-0.0073648
0.0062585,-0.00018571,-0.0070364
0.0063492,-0.00024193,-0.0068109
0.0064399,-0.00044115,-0.0068909
0.0065306,0.00014762,-0.0063897
0.0066213,0.00093003,-0.0052607
0.006712,0.00096311,-0.0050475
0.0068027,0.00030884,-0.0054965
0.0068934,-0.00022185,-0.006243
0.0069841,-0.0005159,-0.0071228
0.0070748,-0.00034927,-0.0069781
0.0071655,-0.0001229,-0.0064527
0.0072562,-0.00033982,-0.0056661
0.0073469,-0.00034988,-0.0058671
0.0074376,-0.00028641,-0.0056372
0.0075283,0.00037343,-0.0053427
